record_uid,site_id,geographic_region,site_type,site_type_label,date_collected,survey_year,latitude,longitude,depth_m_abs,coral_reef_present,pavement_present,rhodolith_present,sand_present,hard_coral_present,soft_coral_present,macroalgae_present,sponge_present,seagrass_present,artificial_present,unknown_present,qa_status,qa_reason,url_link
REC0099,AA2017_104,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.22970909,-65.10126136,31.161,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_104.mp4
REC0100,AA2017_105,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.28031396,-65.10175345,33.193,0,0,0,1,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_105.mp4
REC0101,AA2017_106,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.2775251,-65.10124075,27.593,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_106.mp4
REC0102,AA2017_107,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.22517099,-65.09677837,40.475,1,0,0,0,1,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_107.mp4
REC0103,AA2017_108,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.17871703,-65.10014368,44.855,1,0,0,1,1,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_108.mp4
REC0104,AA2017_109,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.19131859,-65.09833218,42.984,1,0,0,1,1,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_109.mp4
REC0105,AA2017_110,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.26581827,-65.09208675,27.66,1,0,0,0,1,1,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_110.mp4
REC0106,AA2017_111,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.23118055,-65.0917833,33.889,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_111.mp4
REC0107,AA2017_112,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.24544893,-65.09268844,29.832,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_112.mp4
REC0108,AA2017_113,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-02,2017,18.28201633,-65.09308863,34.755,1,0,0,1,0,1,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_113.mp4
REC0109,AA2017_114,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.18779748,-65.08903743,35.6,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_114.mp4
REC0110,AA2017_115,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.19534108,-65.08868053,42.342,1,0,0,0,1,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_115.mp4
REC0111,AA2017_116,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.22678543,-65.08708387,33.04,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_116.mp4
REC0112,AA2017_118,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.1832202,-65.08427783,34.147,1,0,0,0,1,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_118.mp4
REC0113,AA2017_119,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.19248038,-65.07974973,36.698,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_119.mp4
REC0114,AA2017_120,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.20020567,-65.07779319,41.677,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_120.mp4
REC0115,AA2017_121,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.25322622,-65.07816758,33.694,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_121.mp4
REC0116,AA2017_122,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.26656913,-65.0761226,34.465,0,1,0,1,0,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_122.mp4
REC0117,AA2017_123,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.22092292,-65.07692175,39.735,1,0,0,0,1,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_123.mp4
REC0118,AA2017_124,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.23573633,-65.0762271,31.491,1,0,0,0,1,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_124.mp4
REC0119,AA2017_125,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.18652864,-65.07535916,29.899,1,0,0,0,1,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_125.mp4
REC0120,AA2017_126,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.25965699,-65.07266197,34.593,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_126.mp4
REC0121,AA2017_128,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.25221164,-65.06814883,35.216,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_128.mp4
REC0122,AA2017_129,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.21927735,-65.06874639,41.572,0,0,0,1,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_129.mp4
REC0123,AA2017_130,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.24173721,-65.06428585,36.812,0,0,0,1,0,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_130.mp4
REC0124,AA2017_131,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.28521595,-65.06499814,32.906,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_131.mp4
REC0125,AA2017_132,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.26849418,-65.06317546,34.448,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_132.mp4
REC0126,AA2017_133,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.20305752,-65.06206997,37.638,1,0,0,0,1,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_133.mp4
REC0127,AA2017_134,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.25107616,-65.0623725,35.746,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_134.mp4
REC0128,AA2017_135,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-01,2017,18.23013945,-65.061275,39.798,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_135.mp4
REC0129,AA2017_136,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.25427898,-65.05862446,35.748,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_136.mp4
REC0130,AA2017_137,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.24391213,-65.05053502,36.367,1,1,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_137.mp4
REC0131,AA2017_138,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.20585699,-65.05113617,43.718,1,0,0,0,1,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_138.mp4
REC0132,AA2017_139,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.28397317,-65.05509973,33.335,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_139.mp4
REC0133,AA2017_140,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.22907612,-65.04831581,40.493,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_140.mp4
REC0134,AA2017_141,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.22249285,-65.04705532,39.287,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_141.mp4
REC0135,AA2017_142,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.27933993,-65.04646737,32.968,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_142.mp4
REC0136,AA2017_143,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.26707753,-65.03925346,33.457,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_143.mp4
REC0137,AA2017_144,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.2537706,-65.03509278,36.867,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_144.mp4
REC0138,AA2017_145,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.26062684,-65.03384657,34.972,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_145.mp4
REC0139,AA2017_146,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.23926627,-65.03298373,39.244,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_146.mp4
REC0140,AA2017_147,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.22793183,-65.02697048,40.35,0,0,1,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_147.mp4
REC0141,AA2017_148,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.2545551,-65.02587845,36.892,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_148.mp4
REC0142,AA2017_149,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.21115954,-65.02309774,43.953,1,0,0,0,1,0,0,1,0,0,0,Review,Duplicate SITE ID (source-documented for AA2017_149); index/FID mismatch; Projected coordinates inconsistent with latitude/longitude (>5 m),https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_149.mp4
REC0143,AA2017_149,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.21137455,-65.02308038,44.215,0,0,1,1,0,0,0,1,0,0,0,Review,Duplicate SITE ID (source-documented for AA2017_149); index/FID mismatch; Projected coordinates inconsistent with latitude/longitude (>5 m),https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_149.mp4
REC0144,AA2017_150,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.24641339,-65.01771431,39.589,0,0,1,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_150.mp4
REC0145,AA2017_151,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.21320155,-65.01509694,43.97,0,0,1,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_151.mp4
REC0146,AA2017_152,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.22714807,-65.0144337,40.646,0,0,1,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_152.mp4
REC0147,AA2017_153,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.22047851,-65.0092896,41.723,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_153.mp4
REC0148,AA2017_154,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.263119,-65.00886339,34.684,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_154.mp4
REC0149,AA2017_155,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.2267825,-65.00669866,40.709,0,0,1,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_155.mp4
REC0150,AA2017_156,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.23272476,-65.00784507,40.789,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_156.mp4
REC0151,AA2017_157,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.20930838,-65.0050165,43.835,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_157.mp4
REC0152,AA2017_158,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.25862694,-65.00518079,36.267,0,0,0,1,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_158.mp4
REC0153,AA2017_159,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.25369724,-65.00364875,38.586,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_159.mp4
REC0154,AA2017_161,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.22463647,-65.0002964,40.212,0,1,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_161.mp4
REC0155,AA2017_162,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.24431304,-64.99587984,41.3,0,0,0,1,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_162.mp4
REC0156,AA2017_163,"St. Thomas, USVI",AA,Accuracy Assessment,2017-01-30,2017,18.27023921,-64.99604941,33.377,0,0,1,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_163.mp4
REC0157,AA2017_164,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.25347785,-64.99430272,37.617,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_164.mp4
REC0158,AA2017_165,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.26067211,-64.99301439,34.361,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_165.mp4
REC0159,AA2017_167,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.21860991,-64.98136498,41.466,0,0,0,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_167.mp4
REC0160,AA2017_168,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.23731722,-64.97474614,40.108,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_168.mp4
REC0161,AA2017_169,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.22050136,-64.97254409,42.649,0,0,1,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_169.mp4
REC0162,AA2017_170,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.19321173,-64.97206275,50.92,0,1,0,1,0,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_170.mp4
REC0163,AA2017_171,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.21019281,-64.97163161,44.515,1,0,0,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_171.mp4
REC0164,AA2017_172,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.22650358,-64.97041957,40.926,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_172.mp4
REC0165,AA2017_173,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.25782796,-64.96998516,36.911,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_173.mp4
REC0166,AA2017_175,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.26770722,-64.96632969,33.207,0,0,0,1,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_175.mp4
REC0167,AA2017_176,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.24282063,-64.96532527,40.066,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_176.mp4
REC0168,AA2017_178,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.21785315,-64.96453149,43.903,0,0,1,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_178.mp4
REC0169,AA2017_179,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.20163057,-64.9609455,50.444,0,1,0,1,0,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_179.mp4
REC0170,AA2017_180,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.20730759,-64.9610165,44.3,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_180.mp4
REC0171,AA2017_181,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-03,2017,18.23130061,-64.95965425,42.12,0,0,0,1,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_181.mp4
REC0172,AA2017_182,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.21629975,-64.95353465,43.374,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_182.mp4
REC0173,AA2017_183,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.25339185,-64.95343407,40.898,0,0,0,1,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_183.mp4
REC0174,AA2017_184,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.24030223,-64.95330256,41.473,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_184.mp4
REC0175,AA2017_185,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.26125037,-64.95256503,35.963,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_185.mp4
REC0176,AA2017_186,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.22262451,-64.95114181,44.076,0,0,1,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_186.mp4
REC0177,AA2017_187,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.19438194,-64.94918285,43.547,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_187.mp4
REC0178,AA2017_189,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.25100356,-64.9486539,39.812,0,0,0,1,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_189.mp4
REC0179,AA2017_190,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.19453066,-64.94532533,48.443,0,1,0,1,0,1,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_190.mp4
REC0180,AA2017_191,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.26346632,-64.94394609,32.704,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_191.mp4
REC0181,AA2017_192,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.24605766,-64.94327006,39.782,0,1,0,1,0,1,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_192.mp4
REC0182,AA2017_194,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.21927939,-64.94099745,43.994,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_194.mp4
REC0183,AA2017_195,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.27047568,-64.94096851,32.87,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_195.mp4
REC0184,AA2017_196,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.21164096,-64.93929863,44.396,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_196.mp4
REC0185,AA2017_197,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.22822756,-64.93832877,43.627,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_197.mp4
REC0186,AA2017_198,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.20855032,-64.93525219,45.297,0,0,1,0,0,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_198.mp4
REC0187,AA2017_199,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.27476257,-64.93485394,33.01,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_199.mp4
